Unexplained	Phylogeny	TF	rank
13.6492890995261	86.3507109004739	ENSMUSG00000030067_LINE1050_Foxp1_D	770
13.6563876651982	86.3436123348018	ENSMUSG00000001419_LINE6416_Mef2d_I_N1	771
13.6563876651982	86.3436123348018	ENSMUSG00000079033_LINE16132_Mef2b_I_N1	772
13.6744186046512	86.3255813953488	ENSMUSG00000053007_LINE242_9430076C15Rik_D	773
13.7788778877888	86.2211221122112	ENSMUSG00000001517_LINE5831_Foxm1_I_N1	774
13.8783269961977	86.1216730038023	ENSMUSG00000035310_LINE968_Lin54_I	775
13.8888888888889	86.1111111111111	ENSMUSG00000001444_LINE1790_Tbx21_I	776
13.9418254764293	86.0581745235707	ENSMUSG00000001504_LINE1148_Irx2_D	777
13.9581256231306	86.0418743768694	ENSMUSG00000000942_LINE1144_Hoxa4_D	778
14.0794223826715	85.9205776173285	ENSMUSG00000003382_LINE1003_Etv3_D	779
14.1224489795918	85.8775510204082	ENSMUSG00000028940_LINE94_Hes2_D	780
14.2292490118577	85.7707509881423	ENSMUSG00000021779_LINE6676_Thrb_I_N1	781
14.2292490118577	85.7707509881423	ENSMUSG00000058756_LINE6862_Thra_I_N1	782
14.4375553587245	85.5624446412755	ENSMUSG00000036461_LINE1030_Elf1_I	783
14.5045045045045	85.4954954954955	ENSMUSG00000050397_LINE4128_Foxl2_I_N3	784
14.7757255936675	85.2242744063324	ENSMUSG00000027552_LINE994_E2f5_I	785
14.8997134670487	85.1002865329513	ENSMUSG00000003032_LINE286_Klf4_D_N2	786
14.9746192893401	85.0253807106599	ENSMUSG00000024563_LINE7362_Smad2_I_N1	787
14.9746192893401	85.0253807106599	ENSMUSG00000027796_LINE17906_Smad9_I_N1	788
14.9790794979079	85.020920502092	ENSMUSG00000024137_LINE2393_E4f1_I	789
15.0051387461459	84.9948612538541	ENSMUSG00000021944_LINE1116_Gata4_D_N1	790
15.0101419878296	84.9898580121704	ENSMUSG00000015627_LINE1114_Gata5_D	791
15.0355871886121	84.9644128113879	ENSMUSG00000001419_LINE6402_Mef2d_I_N1	792
15.0355871886121	84.9644128113879	ENSMUSG00000079033_LINE16118_Mef2b_I_N1	793
15.2021089630931	84.7978910369069	ENSMUSG00000050397_LINE4141_Foxl2_I_N17	794
15.4308617234469	84.5691382765531	ENSMUSG00000015619_LINE1113_Gata3_D	795
15.4761904761905	84.5238095238095	ENSMUSG00000033713_LINE2782_Foxn3_I_N4	796
15.5833333333333	84.4166666666667	ENSMUSG00000022895_LINE2468_Ets2_I_N1	797
15.6899810964083	84.3100189035917	ENSMUSG00000004359_LINE1005_Spic_D_N1	798
15.8714703018501	84.12852969815	ENSMUSG00000028341_LINE1617_Nr4a3_I	799
15.9090909090909	84.0909090909091	ENSMUSG00000031681_LINE7378_Smad1_I_N1	800
15.9090909090909	84.0909090909091	ENSMUSG00000021540_LINE17865_Smad5_I_N1	801
15.9090909090909	84.0909090909091	ENSMUSG00000027796_LINE17892_Smad9_I_N1	802
15.9390862944162	84.0609137055837	ENSMUSG00000005836_LINE1110_Gata6_D	803
16.034155597723	83.965844402277	ENSMUSG00000008575_LINE7350_Nfib_I_N4	804
16.034155597723	83.965844402277	ENSMUSG00000028565_LINE7375_Nfia_I_N4	805
16.1204605845881	83.8795394154119	ENSMUSG00000047861_LINE1083_Foxi1_I	806
16.1204605845881	83.8795394154119	ENSMUSG00000048377_LINE1084_Foxi2_I	807
16.1204605845881	83.8795394154119	ENSMUSG00000055874_LINE1093_Foxi3_I	808
16.1204605845881	83.8795394154119	NP_0011820571_LINE9852_Gm5294_I_N1	809
16.1204605845881	83.8795394154119	NP_0320502_LINE9973_Foxl1_I_N1	810
16.1204605845881	83.8795394154119	ENSMUSG00000040891_LINE3404_Foxa3_I_N1	811
16.1204605845881	83.8795394154119	ENSMUSG00000051490_LINE4236_Foxd4_I_N1	812
16.1262050832603	83.8737949167397	ENSMUSG00000024837_LINE980_Dmrt1_I	813
16.1750713606089	83.8249286393911	ENSMUSG00000052135_LINE1091_Foxo6_D	814
16.2609542356378	83.7390457643622	ENSMUSG00000042499_LINE1350_Hoxd11_D	815
16.3720930232558	83.6279069767442	ENSMUSG00000027109_LINE1064_Sp3_I_N1	816
16.4102564102564	83.5897435897436	ENSMUSG00000020950_LINE1046_Foxg1_D_N1	817
16.4136622390892	83.5863377609108	ENSMUSG00000039275_LINE1072_Foxk2_I	818
16.4136622390892	83.5863377609108	ENSMUSG00000048756_LINE1085_Foxo3_D	819
16.4136622390892	83.5863377609108	ENSMUSG00000056493_LINE1094_Foxk1_D_N2	820
16.5022421524664	83.4977578475336	ENSMUSG00000035041_LINE213_Creb3l3_I	821
16.5022421524664	83.4977578475336	ENSMUSG00000028466_LINE1467_Creb3_I_N1	822
16.5145228215768	83.4854771784232	ENSMUSG00000026641_LINE86_Usf1_D	823
16.5340406719717	83.4659593280283	ENSMUSG00000025498_LINE1499_Irf7_D	824
16.5474060822898	83.4525939177102	ENSMUSG00000070495_LINE1841_Ctcfl_I	825
16.6382252559727	83.3617747440273	ENSMUSG00000066772_LINE1408_Obox3_D	826
16.6382252559727	83.3617747440273	ENSMUSG00000074369_LINE1429_Gm5889_I	827
16.6953528399312	83.3046471600688	ENSMUSG00000000282_LINE38_Mnt_D	828
16.8765743073048	83.1234256926952	ENSMUSG00000089674_LINE168_Usf2_D	829
16.9332079021637	83.0667920978363	ENSMUSG00000027109_LINE1051_Sp3_I_N1	830
17.004048582996	82.9959514170041	ENSMUSG00000036139_LINE1300_Hoxc9_D_N1	831
17.004048582996	82.9959514170041	NP_0322962_LINE6234_NP_0322962_I_N2	832
17.1539961013645	82.8460038986355	ENSMUSG00000041730_LINE5870_Prrxl1_I_N13	833
17.1586715867159	82.8413284132841	ENSMUSG00000027104_LINE197_Atf2_D	834
17.2635445362718	82.7364554637282	ENSMUSG00000030551_LINE1618_Nr2f2_D	835
17.3306772908367	82.6693227091633	ENSMUSG00000075394_LINE1433_Hoxc4_D	836
17.3669467787115	82.6330532212885	NP_0320502_LINE9965_Foxl1_I_N1	837
17.3669467787115	82.6330532212885	ENSMUSG00000034998_LINE2808_Foxn2_I_N1	838
17.3669467787115	82.6330532212885	ENSMUSG00000040891_LINE3396_Foxa3_I_N1	839
17.3669467787115	82.6330532212885	ENSMUSG00000050397_LINE4084_Foxl2_I_N1	840
17.3669467787115	82.6330532212885	ENSMUSG00000051490_LINE4228_Foxd4_I_N1	841
17.3669467787115	82.6330532212885	ENSMUSG00000090020_LINE5187_ENSMUSG00000090020_I_N1	842
17.4496644295302	82.5503355704698	ENSMUSG00000023027_LINE185_Atf1_D_N1	843
17.5041876046901	82.4958123953099	ENSMUSG00000026491_LINE29_Ahctf1_D	844
17.5164473684211	82.4835526315789	ENSMUSG00000046957_LINE1822_Spz1_D	845
17.5494071146245	82.4505928853755	ENSMUSG00000022809_LINE1605_Nr1i2_I	846
17.5510204081633	82.4489795918367	ENSMUSG00000021944_LINE1117_Gata4_D_N1	847
17.5565610859729	82.4434389140272	ENSMUSG00000025529_LINE371_Zfp711_D	848
17.585848074922	82.414151925078	ENSMUSG00000005917_LINE1162_Otx1_D_N1	849
17.585848074922	82.414151925078	ENSMUSG00000041730_LINE5888_Prrxl1_I_N3	850
17.7587844254511	82.2412155745489	ENSMUSG00000003154_LINE1043_Foxj2_D_N2	851
17.7587844254511	82.2412155745489	ENSMUSG00000023991_LINE1048_Foxp4_I	852
17.7587844254511	82.2412155745489	ENSMUSG00000029563_LINE1049_Foxp2_D	853
17.7587844254511	82.2412155745489	ENSMUSG00000039521_LINE1073_Foxp3_I	854
17.8023850085179	82.1976149914821	A1JVI6_MOUSE_LINE1139_Dux_D	855
17.9357021996616	82.0642978003384	ENSMUSG00000034227_LINE1061_Foxj1_D	856
17.9357021996616	82.0642978003384	NP_0011820571_LINE9832_Gm5294_I_N1	857
17.9357021996616	82.0642978003384	NP_0320502_LINE9950_Foxl1_I_N1	858
17.9357021996616	82.0642978003384	ENSMUSG00000040891_LINE3382_Foxa3_I_N1	859
17.9357021996616	82.0642978003384	ENSMUSG00000051490_LINE4212_Foxd4_I_N1	860
17.9728317659352	82.0271682340648	ENSMUSG00000009741_LINE5320_Ubp1_I_N1	861
18.0269058295964	81.9730941704036	ENSMUSG00000005698_LINE295_Ctcf_D	862
18.0520570948783	81.9479429051217	ENSMUSG00000057469_LINE996_E2f6_I	863
18.4232365145228	81.5767634854772	ENSMUSG00000069036_LINE1764_Sry_D	864
18.4235517568851	81.5764482431149	ENSMUSG00000008976_LINE1011_Gabpa_D_N3	865
18.4235517568851	81.5764482431149	XP_9117244_LINE5773_Gm4881_I_N36	866
18.4235517568851	81.5764482431149	ENSMUSG00000022895_LINE2391_Ets2_I_N55	867
18.5714285714286	81.4285714285714	ENSMUSG00000022484_LINE1204_Hoxc10_D_N1	868
18.6	81.4	ENSMUSG00000031162_LINE1118_Gata1_D	869
18.6666666666667	81.3333333333333	ENSMUSG00000004231_LINE1466_Pax2_D	870
18.7683284457478	81.2316715542522	ENSMUSG00000032033_LINE1280_Barx2_D	871
19.1214470284238	80.8785529715762	ENSMUSG00000055116_LINE154_Arntl_D	872
19.1508581752484	80.8491418247516	ENSMUSG00000024513_LINE1513_Mbd2_I	873
19.1709844559585	80.8290155440415	ENSMUSG00000030103_LINE100_Bhlhe40_D_N5	874
19.2147034252297	80.7852965747702	ENSMUSG00000028654_LINE92_Mycl1_I	875
19.2147034252297	80.7852965747702	ENSMUSG00000037169_LINE121_Mycn_D	876
19.2147034252297	80.7852965747702	ENSMUSG00000044597_LINE136_Mycs_I	877
19.2167577413479	80.7832422586521	ENSMUSG00000031103_LINE1027_Elf4_D	878
19.2577733199599	80.7422266800401	ENSMUSG00000015053_LINE1112_Gata2_I	879
19.4192377495463	80.5807622504537	ENSMUSG00000027102_LINE1236_Hoxd8_D	880
19.4192377495463	80.5807622504537	ENSMUSG00000038721_LINE1319_Hoxb7_D	881
19.4218608852755	80.5781391147245	ENSMUSG00000021318_LINE331_Gli3_D	882
19.4366197183099	80.5633802816901	ENSMUSG00000062939_LINE1786_Stat4_D	883
19.5694716242661	80.4305283757338	ENSMUSG00000021779_LINE6679_Thrb_I_N2	884
19.5694716242661	80.4305283757338	ENSMUSG00000058756_LINE6865_Thra_I_N2	885
19.5729537366548	80.4270462633452	ENSMUSG00000019817_LINE320_Plagl1_D	886
19.7542533081285	80.2457466918714	ENSMUSG00000026628_LINE193_Atf3_D_N2	887
19.9019607843137	80.0980392156863	ENSMUSG00000060397_LINE708_Zfp128_D	888
19.9315654405475	80.0684345594525	ENSMUSG00000025958_LINE192_Creb1_D	889
20.2258726899384	79.7741273100616	ENSMUSG00000050328_LINE1373_Hoxc12_D	890
20.2258726899384	79.7741273100616	NP_0323002_LINE6267_NP_0323002_I_N2	891
20.2614379084967	79.7385620915033	ENSMUSG00000038705_LINE1680_Gmeb2_D	892
20.2651515151515	79.7348484848485	ENSMUSG00000037025_LINE1066_Foxa2_D_N1	893
20.3021718602455	79.6978281397545	ENSMUSG00000038692_LINE1316_Hoxb4_D	894
20.7547169811321	79.2452830188679	ENSMUSG00000023411_LINE7050_Nfatc4_I_N1	895
20.8333333333333	79.1666666666667	ENSMUSG00000032402_LINE1698_Smad3_D	896
20.8333333333333	79.1666666666667	ENSMUSG00000024563_LINE7358_Smad2_I_N1	897
20.8333333333333	79.1666666666667	ENSMUSG00000027796_LINE17891_Smad9_I_N1	898
20.9569377990431	79.0430622009569	ENSMUSG00000042903_LINE1078_Foxo4_D	899
21.0924369747899	78.9075630252101	ENSMUSG00000052942_LINE1547_Glis3_I_N1	900
21.2060301507538	78.7939698492462	ENSMUSG00000000938_LINE1142_Hoxa10_D	901
21.2686567164179	78.7313432835821	ENSMUSG00000005897_LINE1578_Nr2c1_D_N2	902
21.2765957446808	78.7234042553191	ENSMUSG00000001988_LINE41_Npas1_I	903
21.2765957446808	78.7234042553191	ENSMUSG00000019913_LINE60_Sim1_I	904
21.2765957446808	78.7234042553191	ENSMUSG00000021010_LINE71_Npas3_I	905
21.2765957446808	78.7234042553191	ENSMUSG00000062713_LINE160_Sim2_I	906
21.2765957446808	78.7234042553191	ENSMUSG00000036972_LINE452_Zic4_I	907
21.5962441314554	78.4037558685446	ENSMUSG00000055053_LINE1700_Nfic_I	908
21.9769673704415	78.0230326295585	ENSMUSG00000070031_LINE1682_Sp140_I	909
21.9769673704415	78.0230326295585	XP_0014735742_LINE1685_IRC900814_D_N3	910
22.0166512488437	77.9833487511563	ENSMUSG00000002393_LINE1574_Nr2f6_D_N1	911
22.0630372492837	77.9369627507163	ENSMUSG00000032998_LINE1051_Foxj3_D_N3	912
22.0630372492837	77.9369627507163	ENSMUSG00000034998_LINE2806_Foxn2_I_N8	913
22.0630372492837	77.9369627507163	ENSMUSG00000050397_LINE4067_Foxl2_I_N51	914
22.0630372492837	77.9369627507163	ENSMUSG00000090020_LINE5184_ENSMUSG00000090020_I_N9	915
22.1288515406162	77.8711484593838	ENSMUSG00000002393_LINE1573_Nr2f6_D_N1	916
22.2324723247232	77.7675276752768	ENSMUSG00000030199_LINE1026_Etv6_D	917
22.2739981360671	77.7260018639329	ENSMUSG00000019768_LINE1592_Esr1_D	918
22.3446893787575	77.6553106212425	ENSMUSG00000044186_LINE1356_Nkx26_D	919
22.4346076458752	77.5653923541248	ENSMUSG00000058669_LINE1397_Nkx29_D_N2	920
22.6503759398496	77.3496240601504	ENSMUSG00000026976_LINE6951_Pax8_I_N1	921
22.6626016260163	77.3373983739837	ENSMUSG00000001823_LINE1159_Hoxd12_I	922
22.7513227513228	77.2486772486773	ENSMUSG00000067860_LINE765_Zic3_D_N1	923
22.9865771812081	77.0134228187919	ENSMUSG00000052684_LINE240_Jun_D	924
23.3928571428571	76.6071428571428	ENSMUSG00000030256_LINE106_Bhlhe41_D	925
23.4533702677747	76.5466297322253	ENSMUSG00000024548_LINE28_Setbp1_D	926
23.5399820305481	76.4600179694519	ENSMUSG00000029135_LINE202_Fosl2_D	927
23.6569274269557	76.3430725730443	ENSMUSG00000004359_LINE1006_Spic_D_N1	928
23.8056680161943	76.1943319838057	ENSMUSG00000052837_LINE241_Junb_D	929
23.8636363636364	76.1363636363636	NP_0011820571_LINE9910_Gm5294_I_N5	930
23.8636363636364	76.1363636363636	NP_0320502_LINE10033_Foxl1_I_N5	931
23.8636363636364	76.1363636363636	ENSMUSG00000040891_LINE3464_Foxa3_I_N5	932
23.8636363636364	76.1363636363636	ENSMUSG00000050397_LINE4158_Foxl2_I_N5	933
23.8636363636364	76.1363636363636	ENSMUSG00000051490_LINE4306_Foxd4_I_N5	934
23.9800995024876	76.0199004975125	ENSMUSG00000026934_LINE1234_Lhx3_D_N1	935
24.0115718418515	75.9884281581485	ENSMUSG00000002111_LINE1000_Sfpi1_D_N2	936
24.1013071895425	75.8986928104575	ENSMUSG00000048385_LINE563_Scrt1_I	937
24.1818181818182	75.8181818181818	ENSMUSG00000024560_LINE972_Cxxc1_I	938
24.2317822651449	75.7682177348551	ENSMUSG00000046714_LINE1082_Foxc2_D	939
24.2317822651449	75.7682177348551	ENSMUSG00000074676_LINE1105_Foxs1_I	940
24.7088186356073	75.2911813643927	ENSMUSG00000022556_LINE1490_Hsf1_I	941
24.75	75.25	ENSMUSG00000017801_LINE55_Mlx_D_N3	942
24.8106060606061	75.1893939393939	ENSMUSG00000037174_LINE1031_Elf2_D	943
24.8296007789679	75.1703992210321	ENSMUSG00000026398_LINE1612_Nr5a2_D_N1	944
24.8296007789679	75.1703992210321	ENSMUSG00000026751_LINE6721_Nr5a1_I_N2	945
25.152749490835	74.847250509165	ENSMUSG00000001656_LINE1152_Hoxc11_D	946
25.222816399287	74.777183600713	ENSMUSG00000042477_LINE7_Tcfap2e_D	947
25.2911813643927	74.7088186356073	ENSMUSG00000037992_LINE1626_Rara_D_N1	948
25.327868852459	74.672131147541	ENSMUSG00000076431_LINE1772_Sox4_D	949
25.3494874184529	74.6505125815471	ENSMUSG00000054310_LINE1388_Obox1_D	950
25.5020080321285	74.4979919678715	ENSMUSG00000020875_LINE1188_Hoxb9_I	951
25.5020080321285	74.4979919678715	NP_0322962_LINE1459_NP_0322962_I_N31	952
25.531914893617	74.468085106383	ENSMUSG00000029644_LINE1257_Pdx1_D_N2	953
25.6055363321799	74.3944636678201	ENSMUSG00000051910_LINE1751_Sox6_D_N1	954
25.7032007759457	74.2967992240543	NP_0322962_LINE6254_NP_0322962_I_N8	955
25.8558558558559	74.1441441441441	ENSMUSG00000063889_LINE256_Crem_D	956
25.8878504672897	74.1121495327103	ENSMUSG00000047638_LINE6853_Nr1h4_I_N1	957
25.8878504672897	74.1121495327103	ENSMUSG00000048938_LINE6860_Nr1h5_I_N1	958
26.0093896713615	73.9906103286385	ENSMUSG00000017491_LINE1585_Rarb_D_N1	959
26.172607879925	73.827392120075	ENSMUSG00000001288_LINE1567_Rarg_D_N1	960
26.1770244821092	73.8229755178908	ENSMUSG00000024955_LINE1610_Esrra_D_N1	961
26.2100456621005	73.7899543378996	ENSMUSG00000034271_LINE208_Jdp2_D_N2	962
26.3765541740675	73.6234458259325	ENSMUSG00000045179_LINE1745_Sox3_D_N1	963
26.3978001833181	73.6021998166819	ENSMUSG00000023027_LINE186_Atf1_D_N1	964
26.4227642276423	73.5772357723577	NP_0322962_LINE6263_NP_0322962_I_N4	965
26.8271711092003	73.1728288907997	ENSMUSG00000022484_LINE1203_Hoxc10_D_N1	966
26.8271711092003	73.1728288907997	ENSMUSG00000079277_LINE1439_Hoxd3_D_N2	967
26.8571428571429	73.1428571428571	ENSMUSG00000001661_LINE1154_Hoxc6_D	968
26.8582755203172	73.1417244796829	ENSMUSG00000021099_LINE1191_Six6_D_N1	969
26.8849206349206	73.1150793650794	ENSMUSG00000026976_LINE6971_Pax8_I_N1	970
26.8849206349206	73.1150793650794	ENSMUSG00000037034_LINE6999_Pax1_I_N1	971
27.0428015564202	72.9571984435798	NP_0322833_LINE6229_NP_0322833_I_N18	972
27.2146118721461	72.7853881278539	ENSMUSG00000015846_LINE1584_Rxra_D_N1	973
27.3003033367037	72.6996966632963	NP_0322962_LINE6266_NP_0322962_I_N2	974
27.5	72.5	ENSMUSG00000038253_LINE1315_Hoxa5_D	975
27.6712328767123	72.3287671232877	ENSMUSG00000005774_LINE1663_Rfx5_I	976
27.893175074184	72.106824925816	ENSMUSG00000050100_LINE1371_Hmx2_D	977
28.0357142857143	71.9642857142857	ENSMUSG00000000078_LINE748_Klf6_I_N1	978
28.0357142857143	71.9642857142857	ENSMUSG00000029178_LINE1109_Klf3_I_N1	979
28.0357142857143	71.9642857142857	ENSMUSG00000055148_LINE1598_Klf2_I_N1	980
28.0977312390925	71.9022687609075	ENSMUSG00000040841_LINE5788_Six5_I_N1	981
28.2801418439716	71.7198581560284	ENSMUSG00000031921_LINE1545_Terf2_D	982
28.2926829268293	71.7073170731707	ENSMUSG00000036602_LINE1306_Alx1_D_N1	983
28.3170080142476	71.6829919857525	ENSMUSG00000046711_LINE74_Hmga1_I_N1	984
28.3170080142476	71.6829919857525	ENSMUSG00000078249_LINE86_Hmga1rs1_I_N1	985
28.3905967450271	71.6094032549729	ENSMUSG00000029026_LINE1639_Trp73_D	986
28.3905967450271	71.6094032549729	ENSMUSG00000022510_LINE6879_Trp63_I_N1	987
28.5468615649183	71.4531384350817	ENSMUSG00000017491_LINE1588_Rarb_D_N1	988
28.6086956521739	71.3913043478261	ENSMUSG00000001288_LINE1569_Rarg_D_N1	989
28.7223823246878	71.2776176753122	ENSMUSG00000031870_LINE6832_Pgr_I_N2	990
28.7712287712288	71.2287712287712	ENSMUSG00000044220_LINE1357_Nkx23_D	991
28.918692372171	71.081307627829	ENSMUSG00000071262_LINE33_Zfp957_I	992
29.0540540540541	70.9459459459459	ENSMUSG00000035934_LINE1297_Pknox2_D_N1	993
29.1471415182755	70.8528584817245	ENSMUSG00000054191_LINE628_Klf1_D	994
29.2145593869732	70.7854406130268	ENSMUSG00000043099_LINE505_Hic1_D_N2	995
29.2237442922374	70.7762557077626	ENSMUSG00000000078_LINE746_Klf6_I_N1	996
29.2237442922374	70.7762557077626	ENSMUSG00000029178_LINE1107_Klf3_I_N1	997
29.2237442922374	70.7762557077626	ENSMUSG00000055148_LINE1596_Klf2_I_N1	998
29.2237442922374	70.7762557077626	ENSMUSG00000047638_LINE6854_Nr1h4_I_N1	999
29.2237442922374	70.7762557077626	ENSMUSG00000048938_LINE6861_Nr1h5_I_N1	1000
29.3133802816901	70.6866197183099	ENSMUSG00000001419_LINE6418_Mef2d_I_N1	1001
29.3133802816901	70.6866197183099	ENSMUSG00000079033_LINE16134_Mef2b_I_N1	1002
29.3260473588342	70.6739526411658	NP_0011820571_LINE9844_Gm5294_I_N1	1003
29.3260473588342	70.6739526411658	NP_0320502_LINE9964_Foxl1_I_N1	1004
29.3260473588342	70.6739526411658	ENSMUSG00000040891_LINE3395_Foxa3_I_N1	1005
29.3260473588342	70.6739526411658	ENSMUSG00000050397_LINE4083_Foxl2_I_N1	1006
29.3260473588342	70.6739526411658	ENSMUSG00000051490_LINE4227_Foxd4_I_N1	1007
29.4444444444444	70.5555555555555	ENSMUSG00000012350_LINE1015_Ehf_D_N2	1008
29.4765840220386	70.5234159779614	ENSMUSG00000025902_LINE1719_Sox17_D_N1	1009
29.5603367633302	70.4396632366698	ENSMUSG00000026976_LINE6972_Pax8_I_N2	1010
29.5603367633302	70.4396632366698	ENSMUSG00000037034_LINE7000_Pax1_I_N2	1011
29.8409728718428	70.1590271281572	ENSMUSG00000020484_LINE180_Xbp1_D_N1	1012
29.8598949211909	70.1401050788091	ENSMUSG00000005583_LINE1508_Mef2c_I	1013
29.9539170506912	70.0460829493088	ENSMUSG00000027186_LINE1024_Elf5_D_N2	1014
29.9621928166352	70.0378071833648	ENSMUSG00000002111_LINE997_Sfpi1_D_N2	1015
30.0751879699248	69.9248120300752	ENSMUSG00000028901_LINE1679_Gmeb1_D	1016
30.2007299270073	69.7992700729927	ENSMUSG00000015461_LINE174_Atf6b_I	1017
30.2007299270073	69.7992700729927	ENSMUSG00000026663_LINE196_Atf6_I	1018
30.2092811646952	69.7907188353048	ENSMUSG00000018899_LINE1497_Irf1_I	1019
30.210970464135	69.789029535865	ENSMUSG00000017950_LINE1590_Hnf4a_D_N1	1020
30.2480916030534	69.7519083969466	ENSMUSG00000050240_LINE593_Hic2_I	1021
30.4186046511628	69.5813953488372	ENSMUSG00000023034_LINE6710_Nr4a1_I_N5	1022
30.4227941176471	69.5772058823529	ENSMUSG00000020484_LINE179_Xbp1_D_N1	1023
30.4554079696395	69.5445920303605	ENSMUSG00000005893_LINE1577_Nr2c2_I	1024
30.4753820033956	69.5246179966044	ENSMUSG00000071076_LINE258_Jund_D	1025
30.6280193236715	69.3719806763285	ENSMUSG00000004872_LINE1467_Pax3_I	1026
30.6967984934087	69.3032015065913	ENSMUSG00000021362_LINE5293_Gcm2_I_N14	1027
30.7692307692308	69.2307692307692	ENSMUSG00000038227_LINE1311_Hoxa9_D_N1	1028
30.7692307692308	69.2307692307692	ENSMUSG00000031627_LINE1502_Irf2_D	1029
31.1446317657498	68.8553682342502	ENSMUSG00000038648_LINE216_Creb3l2_D_N1	1030
31.2022900763359	68.7977099236641	ENSMUSG00000043219_LINE1351_Hoxa6_D	1031
31.6860465116279	68.3139534883721	ENSMUSG00000027434_LINE1240_Nkx22_D	1032
31.993006993007	68.006993006993	ENSMUSG00000052271_LINE152_Bhlha15_D	1033
32.1161048689139	67.8838951310861	ENSMUSG00000015605_LINE1509_Srf_D	1034
32.2368421052632	67.7631578947368	ENSMUSG00000021255_LINE1599_Esrrb_D_N3	1035
32.4878048780488	67.5121951219512	NP_0322962_LINE6261_NP_0322962_I_N2	1036
32.5147347740668	67.4852652259332	ENSMUSG00000015579_LINE1177_Nkx25_D_N1	1037
32.518115942029	67.481884057971	ENSMUSG00000043099_LINE506_Hic1_D_N1	1038
32.5602968460111	67.4397031539889	ENSMUSG00000046873_LINE1362_Mbtps2_I_N1	1039
32.5602968460111	67.4397031539889	ENSMUSG00000051176_LINE3217_Zfp42_I_N1	1040
32.6247689463956	67.3752310536045	ENSMUSG00000003051_LINE1001_Elf3_D_N2	1041
32.6370757180157	67.3629242819843	ENSMUSG00000038648_LINE218_Creb3l2_D_N1	1042
32.7837051406402	67.2162948593598	ENSMUSG00000067860_LINE764_Zic3_D_N1	1043
32.8488372093023	67.1511627906977	ENSMUSG00000042472_LINE500_Zfp410_D	1044
32.9756097560976	67.0243902439024	ENSMUSG00000067438_LINE1409_Hmx1_D	1045
33.092876465284	66.907123534716	ENSMUSG00000025369_LINE1534_Smarcc2_I	1046
33.092876465284	66.907123534716	ENSMUSG00000032481_LINE6527_Smarcc1_I_N1	1047
33.1564986737401	66.8435013262599	ENSMUSG00000030753_LINE1815_Prkrir_I	1048
33.248730964467	66.751269035533	ENSMUSG00000059552_LINE1641_Trp53_D_N1	1049
33.2706766917293	66.7293233082707	ENSMUSG00000037992_LINE1624_Rara_D_N1	1050
33.4742180896027	66.5257819103973	ENSMUSG00000024912_LINE189_Fosl1_D	1051
33.5205992509363	66.4794007490637	ENSMUSG00000035277_LINE1295_Arx_D_N1	1052
33.5616438356164	66.4383561643836	ENSMUSG00000015579_LINE1178_Nkx25_D_N1	1053
33.5616438356164	66.4383561643836	ENSMUSG00000032318_LINE1281_Isl2_D	1054
33.5616438356164	66.4383561643836	ENSMUSG00000042258_LINE1347_Isl1_I	1055
33.5616438356164	66.4383561643836	ENSMUSG00000048450_LINE1363_Msx1_D	1056
33.5657370517928	66.4342629482072	ENSMUSG00000038227_LINE1312_Hoxa9_D_N1	1057
33.5657370517928	66.4342629482072	NP_0322962_LINE6241_NP_0322962_I_N4	1058
33.6118848653668	66.3881151346332	ENSMUSG00000021359_LINE4_Tcfap2a_D_N1	1059
33.6879432624113	66.3120567375886	ENSMUSG00000040929_LINE1671_Rfx3_D_N1	1060
33.9106654512306	66.0893345487694	ENSMUSG00000027684_LINE385_Mecom_D	1061
33.9731285988484	66.0268714011516	ENSMUSG00000038346_LINE1233_Zfp384_I	1062
34.2237061769616	65.7762938230384	ENSMUSG00000028417_LINE219_Tal2_I_N1	1063
34.2237061769616	65.7762938230384	ENSMUSG00000028717_LINE238_Tal1_I_N1	1064
34.2237061769616	65.7762938230384	ENSMUSG00000034041_LINE275_Lyl1_I_N1	1065
34.3570057581574	65.6429942418426	ENSMUSG00000048138_LINE985_Dmrt2_I	1066
34.3636363636364	65.6363636363636	ENSMUSG00000028466_LINE1468_Creb3_I_N1	1067
34.3778801843318	65.6221198156682	ENSMUSG00000016477_LINE990_E2f3_D_N1	1068
34.5195729537367	65.4804270462633	ENSMUSG00000019789_LINE59_Hey2_D	1069
34.5195729537367	65.4804270462633	ENSMUSG00000032744_LINE111_Heyl_I	1070
34.5195729537367	65.4804270462633	ENSMUSG00000040289_LINE132_Hey1_I	1071
34.5489443378119	65.4510556621881	ENSMUSG00000038236_LINE1314_Hoxa7_D_N2	1072
34.5535714285714	65.4464285714286	ENSMUSG00000000078_LINE749_Klf6_I_N1	1073
34.5535714285714	65.4464285714286	ENSMUSG00000029178_LINE1110_Klf3_I_N1	1074
34.625550660793	65.374449339207	XP_9117244_LINE5798_Gm4881_I_N2	1075
34.625550660793	65.374449339207	ENSMUSG00000022895_LINE2430_Ets2_I_N2	1076
34.7378277153558	65.2621722846442	ENSMUSG00000026398_LINE1611_Nr5a2_D_N1	1077
34.7378277153558	65.2621722846442	ENSMUSG00000026751_LINE6719_Nr5a1_I_N5	1078
34.7956131605184	65.2043868394816	ENSMUSG00000036139_LINE1301_Hoxc9_D_N1	1079
